rpf,x,y,rot
RPf_00255_intact_mesh.png,1376.0,1287.0,6.888736697804454
RPf_00247_intact_mesh.png,881.0,1982.0,-102.2571526304704
RPf_00253_intact_mesh.png,1895.0,1326.0,-10.999782309231877
RPf_00251_intact_mesh.png,2880.0,2753.0,215.45471102817046
RPf_00259_intact_mesh.png,1512.0,0.0,-205.03372748694193
RPf_00248_intact_mesh.png,1333.0,2591.0,-59.86509177316602
RPf_00258_intact_mesh.png,705.0,808.0,145.56731385562955
RPf_00249_intact_mesh.png,2118.0,2759.0,137.68356800614234
RPf_00254_intact_mesh.png,1144.0,1658.0,-127.93464775848638
RPf_00260_intact_mesh.png,978.0,91.0,5.598166477715021
RPf_00262_intact_mesh.png,0.0,134.0,-191.6375272036342
RPf_00256_intact_mesh.png,1131.0,1386.0,-140.44732209151795
RPf_00250_intact_mesh.png,2716.0,3161.0,-12.834172191037727
RPf_00261_intact_mesh.png,518.0,87.0,-199.74020793677698
RPf_00252_intact_mesh.png,2760.0,1712.0,-25.219047708282844
RPf_00257_intact_mesh.png,1198.0,773.0,-216.67861262554504
