rpf,x,y,rot
RPf_00609_intact_mesh.png,357.0,922.0,158.82669178948362
RPf_00591_intact_mesh.png,1249.0,2062.0,-182.85871238417346
RPf_00597_intact_mesh.png,1159.0,1405.0,509.89372961836835
RPf_00606_intact_mesh.png,2644.0,3369.0,-76.62681312848419
RPf_00603_intact_mesh.png,1831.0,2940.0,-23.847378383309618
RPf_00596_intact_mesh.png,1754.0,1357.0,23.763023839512666
RPf_00608_intact_mesh.png,641.0,970.0,507.73910546355285
RPf_00590_intact_mesh.png,1790.0,2189.0,-43.378015739468644
RPf_00589_intact_mesh.png,3320.0,2899.0,51.59941540567003
RPf_00592_intact_mesh.png,931.0,2266.0,-152.0581928880544
RPf_00593_intact_mesh.png,3357.0,3384.0,-85.72375766891659
RPf_00611_intact_mesh.png,2797.0,3613.0,-52.43510612609401
RPf_00602_intact_mesh.png,1703.0,592.0,-138.64157033912832
RPf_00598_intact_mesh.png,2772.0,401.0,68.917988423641
RPf_00605_intact_mesh.png,3724.0,3793.0,240.09439989293801
RPf_00599_intact_mesh.png,2295.0,428.0,-180.43342149292866
RPf_00604_intact_mesh.png,2393.0,3002.0,-30.255149381461052
RPf_00607_intact_mesh.png,988.0,864.0,201.48978821343243
RPf_00610_intact_mesh.png,0.0,825.0,218.2860430051942
RPf_00600_intact_mesh.png,2213.0,930.0,141.20041874940355
RPf_00601_intact_mesh.png,2066.0,0.0,266.82418128524284
