rpf,x,y,rot
RPf_00411_intact_mesh.png,699.0,2569.0,-58.35083883417419
RPf_00415_intact_mesh.png,0.0,1139.0,-432.3691154442427
RPf_00410_intact_mesh.png,923.0,1868.0,-1.6648460170293258
RPf_00418_intact_mesh.png,267.0,621.0,275.5334101374395
RPf_00408_intact_mesh.png,1402.0,1966.0,-67.07758712159189
RPf_00413_intact_mesh.png,1540.0,1450.0,-55.0567854465442
RPf_00409_intact_mesh.png,1123.0,1712.0,-17.743731803236756
RPf_00412_intact_mesh.png,32.0,2450.0,311.3153231990322
RPf_00414_intact_mesh.png,853.0,1042.0,-70.96582257078339
RPf_00416_intact_mesh.png,1177.0,319.0,125.91736504750145
RPf_00417_intact_mesh.png,784.0,0.0,117.17888932527883
