rpf,x,y,rot
RPf_00315_intact_mesh.png,269.0,1048.0,-112.27214972743337
RPf_00312_intact_mesh.png,1559.0,847.0,-63.44104414331537
RPf_00317_intact_mesh.png,1826.0,0.0,-178.21974352254918
RPf_00318_intact_mesh.png,1204.0,107.0,-76.25555136595898
RPf_00314_intact_mesh.png,601.0,1420.0,-157.62352664642918
RPf_00313_intact_mesh.png,1068.0,1093.0,125.59931045861063
RPf_00310_intact_mesh.png,8.0,2177.0,-105.82664364166492
RPf_00316_intact_mesh.png,1568.0,385.0,-173.00154729855115
RPf_00319_intact_mesh.png,684.0,148.0,-64.02291478889792
RPf_00309_intact_mesh.png,1095.0,1931.0,199.67134596956492
RPf_00320_intact_mesh.png,152.0,311.0,291.43570244987325
RPf_00311_intact_mesh.png,0.0,1737.0,-168.3324846234438
