rpf,x,y,rot
RPf_00402_intact_mesh.png,0.0,2814.0,-75.13657513461413
RPf_00394_intact_mesh.png,2008.0,625.0,83.00437249238936
RPf_00401_intact_mesh.png,1584.0,2613.0,28.930301003248264
RPf_00407_intact_mesh.png,1553.0,3293.0,29.613074033439418
RPf_00403_intact_mesh.png,475.0,2915.0,-181.01588636496902
RPf_00405_intact_mesh.png,987.0,2927.0,32.3154520389333
RPf_00393_intact_mesh.png,1396.0,0.0,-93.3861575779712
RPf_00396_intact_mesh.png,1756.0,1223.0,174.46257940353024
RPf_00397_intact_mesh.png,893.0,2108.0,7.891212100023688
RPf_00404_intact_mesh.png,680.0,3174.0,47.74186116623023
RPf_00400_intact_mesh.png,860.0,2484.0,23.289295579058923
RPf_00406_intact_mesh.png,1544.0,2961.0,18.231147762787206
RPf_00399_intact_mesh.png,423.0,2525.0,-7.635664841095892
RPf_00395_intact_mesh.png,1134.0,838.0,-107.41928666176098
RPf_00398_intact_mesh.png,1541.0,1927.0,0.0
