rpf,x,y,rot
RPf_01062_intact_mesh.png,1242.0,1121.0,314.41822349745564
RPf_01081_intact_mesh.png,3056.0,1710.0,22.734074624070463
RPf_01058_intact_mesh.png,794.0,378.0,56.68387652571922
RPf_01059_intact_mesh.png,1433.0,1976.0,12.464713598453397
RPf_01076_intact_mesh.png,2590.0,1603.0,-64.69928793183678
RPf_01048_intact_mesh.png,17.0,1198.0,47.73751033572893
RPf_01080_intact_mesh.png,2635.0,71.0,45.505827986697305
RPf_01073_intact_mesh.png,1611.0,252.0,41.79254441800109
RPf_01063_intact_mesh.png,1128.0,936.0,-57.50856039629573
RPf_01055_intact_mesh.png,697.0,1244.0,173.82730350882736
RPf_01078_intact_mesh.png,2598.0,604.0,100.8096989415613
RPf_01050_intact_mesh.png,0.0,744.0,28.908922511146123
RPf_01075_intact_mesh.png,2602.0,2020.0,43.19568042448057
RPf_01083_intact_mesh.png,3058.0,1329.0,-77.53417643896371
RPf_01084_intact_mesh.png,3021.0,1054.0,87.03145202702889
RPf_01085_intact_mesh.png,3261.0,899.0,111.88493264300702
RPf_01079_intact_mesh.png,2225.0,393.0,-58.74089044710611
RPf_01087_intact_mesh.png,3366.0,339.0,-144.87971871188438
RPf_01052_intact_mesh.png,216.0,297.0,16.62773353437003
RPf_01047_intact_mesh.png,110.0,1635.0,38.018806844961105
RPf_01070_intact_mesh.png,1579.0,779.0,159.55447576630513
RPf_01069_intact_mesh.png,1864.0,981.0,123.92550430060732
RPf_01060_intact_mesh.png,1587.0,1634.0,74.88769670163721
RPf_01057_intact_mesh.png,829.0,748.0,-186.71449077442907
RPf_01049_intact_mesh.png,355.0,1152.0,-43.00180550488976
RPf_01065_intact_mesh.png,1129.0,246.0,45.18556383160999
RPf_01054_intact_mesh.png,953.0,1642.0,70.77423576456454
RPf_01071_intact_mesh.png,1922.0,688.0,9.736588341109503
RPf_01053_intact_mesh.png,1102.0,1920.0,-113.12746016624823
RPf_01068_intact_mesh.png,2073.0,1580.0,81.57831778614991
RPf_01072_intact_mesh.png,1384.0,623.0,-15.822932344467429
RPf_01067_intact_mesh.png,1946.0,1865.0,-86.29845661587062
RPf_01056_intact_mesh.png,999.0,1250.0,-102.40271079187254
RPf_01066_intact_mesh.png,1789.0,2131.0,-93.54018517394415
RPf_01086_intact_mesh.png,3326.0,647.0,115.05561573875366
RPf_01046_intact_mesh.png,613.0,1904.0,187.05048144008035
RPf_01077_intact_mesh.png,2511.0,1175.0,99.38676563177255
RPf_01064_intact_mesh.png,1088.0,702.0,-70.12219858563844
RPf_01082_intact_mesh.png,3387.0,1776.0,128.86949575018602
RPf_01051_intact_mesh.png,460.0,799.0,76.71296913467474
RPf_01074_intact_mesh.png,2120.0,140.0,163.54267786418896
RPf_01061_intact_mesh.png,1267.0,1389.0,47.593772419740596
RPf_01088_intact_mesh.png,3079.0,0.0,-182.70497848633482
RPf_01045_intact_mesh.png,243.0,2026.0,49.196619742456654
