rpf,x,y,rot
RPf_00004_intact_mesh.png,813.0,1710.0,4.369431667729006
RPf_00006_intact_mesh.png,0.0,1567.0,-145.7652117566415
RPf_00008_intact_mesh.png,248.0,917.0,28.669869305290263
RPf_00007_intact_mesh.png,928.0,866.0,84.90755689328923
RPf_00003_intact_mesh.png,132.0,2293.0,203.4652155251835
RPf_00010_intact_mesh.png,226.0,0.0,-159.87545367616073
RPf_00002_intact_mesh.png,880.0,2453.0,94.44076610657785
RPf_00001_intact_mesh.png,616.0,2909.0,-203.66532640748656
RPf_00005_intact_mesh.png,245.0,1799.0,-176.92269059916376
RPf_00009_intact_mesh.png,837.0,262.0,-104.33857764795091
