rpf,x,y,rot
RPf_00294_intact_mesh.png,442.0,2262.0,3.7565711732216323
RPf_00302_intact_mesh.png,0.0,468.0,18.17848358919182
RPf_00300_intact_mesh.png,58.0,950.0,54.31319299688867
RPf_00293_intact_mesh.png,1125.0,2726.0,1.0706843393136258
RPf_00295_intact_mesh.png,1206.0,1674.0,-4.112441531339045
RPf_00303_intact_mesh.png,497.0,246.0,-89.53931990533914
RPf_00297_intact_mesh.png,467.0,1392.0,-66.04019749988285
RPf_00301_intact_mesh.png,727.0,497.0,-116.41737787433577
RPf_00298_intact_mesh.png,94.0,1600.0,122.84241388316171
RPf_00304_intact_mesh.png,697.0,0.0,88.39188227572285
RPf_00299_intact_mesh.png,1043.0,942.0,95.95545617767655
RPf_00296_intact_mesh.png,868.0,1571.0,125.16966423906015
