rpf,x,y,rot
RPf_00993_intact_mesh.png,2460.0,561.0,-9.452745315997635
RPf_00976_intact_mesh.png,1105.0,1692.0,38.94009008096911
RPf_00973_intact_mesh.png,653.0,1581.0,-16.9083074601904
RPf_00989_intact_mesh.png,2092.0,1707.0,-47.560072266375755
RPf_00983_intact_mesh.png,1722.0,14.0,41.7717260014109
RPf_00981_intact_mesh.png,1398.0,775.0,-0.6600749241970271
RPf_00995_intact_mesh.png,2692.0,2022.0,-46.58373087546828
RPf_00994_intact_mesh.png,2868.0,288.0,-2.5616541239202313
RPf_00971_intact_mesh.png,30.0,840.0,64.20667419832795
RPf_00970_intact_mesh.png,315.0,0.0,38.20441040546703
RPf_00974_intact_mesh.png,748.0,1129.0,92.58389721843984
RPf_00979_intact_mesh.png,1123.0,621.0,181.94475111095574
RPf_00978_intact_mesh.png,1179.0,1146.0,-54.168157344958026
RPf_00975_intact_mesh.png,692.0,658.0,79.48845748504444
RPf_00984_intact_mesh.png,1628.0,1813.0,79.10564587263273
RPf_00988_intact_mesh.png,2229.0,11.0,43.90888536251872
RPf_00986_intact_mesh.png,1852.0,1104.0,2.8246270791363
RPf_00985_intact_mesh.png,1564.0,1512.0,-33.26485857884883
RPf_00980_intact_mesh.png,1164.0,46.0,-29.086753316376576
RPf_00982_intact_mesh.png,1580.0,445.0,11.919439960217414
RPf_00990_intact_mesh.png,2410.0,1866.0,-59.15288745784128
RPf_00996_intact_mesh.png,2817.0,1588.0,30.444297810146214
RPf_00997_intact_mesh.png,3073.0,1994.0,-19.74097132410228
RPf_00987_intact_mesh.png,2054.0,528.0,-70.29393686212924
RPf_00992_intact_mesh.png,2294.0,1180.0,98.14697018419933
RPf_00972_intact_mesh.png,0.0,1481.0,-117.45932323222122
RPf_00977_intact_mesh.png,1267.0,1428.0,-0.9485174413846621
RPf_00991_intact_mesh.png,2474.0,1340.0,105.46857780461616
