rpf,x,y,rot
RPf_01020_intact_mesh.png,1869.0,2666.0,-254.0393785552996
RPf_01036_intact_mesh.png,1259.0,706.0,159.96543458828648
RPf_01027_intact_mesh.png,2157.0,1261.0,50.84082727569173
RPf_01041_intact_mesh.png,913.0,759.0,108.44610998082402
RPf_01025_intact_mesh.png,1096.0,2358.0,132.87146750943657
RPf_01005_intact_mesh.png,3222.0,2677.0,126.22431374880182
RPf_01023_intact_mesh.png,1832.0,1989.0,134.2000212652741
RPf_01012_intact_mesh.png,2374.0,2630.0,142.59291673625074
RPf_01043_intact_mesh.png,534.0,872.0,-153.19065191282087
RPf_01024_intact_mesh.png,1464.0,2549.0,134.929266902578
RPf_01035_intact_mesh.png,1577.0,585.0,129.2513579663031
RPf_01026_intact_mesh.png,942.0,2672.0,127.27792506978965
RPf_01029_intact_mesh.png,1323.0,1816.0,18.306831381432822
RPf_01006_intact_mesh.png,2744.0,2713.0,127.60733143308103
RPf_01044_intact_mesh.png,0.0,1184.0,-168.24138356029417
RPf_01028_intact_mesh.png,1869.0,1547.0,-90.5368280524845
RPf_01019_intact_mesh.png,2031.0,2766.0,133.09525182740288
RPf_01033_intact_mesh.png,1618.0,914.0,102.22753010004006
RPf_01017_intact_mesh.png,2136.0,2073.0,99.23947260232121
RPf_01007_intact_mesh.png,2714.0,3198.0,-25.596432735398974
RPf_01031_intact_mesh.png,2073.0,996.0,156.5463101916698
RPf_01038_intact_mesh.png,552.0,1424.0,-74.28086854482743
RPf_01034_intact_mesh.png,1042.0,1457.0,122.91025132199827
RPf_01040_intact_mesh.png,1136.0,0.0,131.99968948453284
RPf_01009_intact_mesh.png,2131.0,3401.0,86.75320378062091
RPf_01018_intact_mesh.png,2022.0,2378.0,100.5204062792654
RPf_01010_intact_mesh.png,1598.0,3649.0,-133.15019386908645
RPf_01014_intact_mesh.png,2566.0,1866.0,125.80582805835515
RPf_01013_intact_mesh.png,2223.0,2939.0,133.79581067019274
RPf_01022_intact_mesh.png,2339.0,1506.0,121.84737826449592
RPf_01008_intact_mesh.png,2448.0,3079.0,142.05688349018814
RPf_01011_intact_mesh.png,2656.0,2393.0,128.4202059065826
RPf_01021_intact_mesh.png,1601.0,3143.0,119.53630179655205
RPf_01037_intact_mesh.png,1040.0,985.0,-63.60583611742026
RPf_01032_intact_mesh.png,1815.0,1148.0,101.62665786818653
RPf_01042_intact_mesh.png,800.0,407.0,-153.00014427649086
RPf_01039_intact_mesh.png,1292.0,308.0,121.50271325859873
RPf_01030_intact_mesh.png,766.0,2251.0,116.34253266141077
RPf_01015_intact_mesh.png,2547.0,2160.0,117.69984151365405
RPf_01016_intact_mesh.png,2304.0,2340.0,-61.15510960170633
