rpf,x,y,rot
RPf_00656_intact_mesh.png,413.0,382.0,-803.4929081482215
RPf_00648_intact_mesh.png,918.0,2484.0,-917.0868770649707
RPf_00642_intact_mesh.png,2460.0,1806.0,127.55118727810353
RPf_00653_intact_mesh.png,638.0,2239.0,-498.0253743505008
RPf_00659_intact_mesh.png,274.0,973.0,-379.83884087734833
RPf_00645_intact_mesh.png,1284.0,1047.0,-293.98784361438356
RPf_00657_intact_mesh.png,0.0,1215.0,-407.71849827680313
RPf_00660_intact_mesh.png,555.0,608.0,-801.04709936871
RPf_00655_intact_mesh.png,258.0,35.0,-599.9159507282166
RPf_00643_intact_mesh.png,1414.0,330.0,-64.21388687809147
RPf_00658_intact_mesh.png,77.0,984.0,-386.0776722690214
RPf_00649_intact_mesh.png,1192.0,2450.0,-753.2061594783796
RPf_00662_intact_mesh.png,755.0,901.0,-716.0850102450873
RPf_00634_intact_mesh.png,2974.0,0.0,60.14560081218927
RPf_00663_intact_mesh.png,654.0,1307.0,-772.2591087719136
RPf_00647_intact_mesh.png,1524.0,1943.0,67.73208999880836
RPf_00652_intact_mesh.png,296.0,1678.0,-954.6770690489461
RPf_00638_intact_mesh.png,2834.0,1908.0,-107.3683744316877
RPf_00639_intact_mesh.png,2196.0,284.0,-62.37737878386928
RPf_00637_intact_mesh.png,3030.0,1614.0,36.544783720180654
RPf_00654_intact_mesh.png,626.0,1912.0,-636.4360433145476
RPf_00661_intact_mesh.png,563.0,985.0,-729.4263914301166
RPf_00651_intact_mesh.png,207.0,1313.0,17.1301093157501
RPf_00650_intact_mesh.png,1851.0,2381.0,-1013.9913060655506
RPf_00640_intact_mesh.png,2146.0,1073.0,26.279484095798804
RPf_00641_intact_mesh.png,2016.0,1504.0,33.19786466837476
RPf_00636_intact_mesh.png,3018.0,1117.0,215.81682033720787
RPf_00646_intact_mesh.png,1484.0,1583.0,59.1113599076876
RPf_00644_intact_mesh.png,1620.0,878.0,157.03421792484048
RPf_00635_intact_mesh.png,3086.0,588.0,-52.543692473518874
