rpf,x,y,rot
RPf_00102_intact_mesh.png,2458.0,75.0,74.73303389807144
RPf_00103_intact_mesh.png,1727.0,427.0,102.08540069360126
RPf_00093_intact_mesh.png,4031.0,332.0,15.366972821139473
RPf_00094_intact_mesh.png,3732.0,0.0,50.489116929665684
RPf_00098_intact_mesh.png,2688.0,1382.0,37.759618241432044
RPf_00108_intact_mesh.png,0.0,564.0,-90.39372192899438
RPf_00105_intact_mesh.png,413.0,355.0,-477.1138486215363
RPf_00095_intact_mesh.png,3581.0,823.0,94.55055456729663
RPf_00096_intact_mesh.png,3023.0,360.0,-109.73112128070271
RPf_00107_intact_mesh.png,937.0,585.0,-105.13979298853926
RPf_00097_intact_mesh.png,2579.0,918.0,95.5618596965654
RPf_00104_intact_mesh.png,2060.0,1217.0,-276.7025472780489
RPf_00100_intact_mesh.png,2458.0,1650.0,-139.03164244262774
RPf_00109_intact_mesh.png,601.0,1384.0,224.25311483017077
RPf_00101_intact_mesh.png,2631.0,115.0,38.916290286806195
RPf_00099_intact_mesh.png,2788.0,1549.0,48.80860011080282
RPf_00106_intact_mesh.png,1345.0,1369.0,-29.755661062552605
