rpf,x,y,rot
RPf_00815_intact_mesh.png,0.0,959.0,146.8846114597149
RPf_00819_intact_mesh.png,714.0,1083.0,-133.08579884559157
RPf_00831_intact_mesh.png,2535.0,1054.0,160.7765878541172
RPf_00828_intact_mesh.png,1967.0,1021.0,-24.33625088070057
RPf_00823_intact_mesh.png,1185.0,1339.0,96.69277509857943
RPf_00837_intact_mesh.png,3466.0,625.0,430.9470973798027
RPf_00832_intact_mesh.png,2218.0,656.0,134.80894629015907
RPf_00825_intact_mesh.png,1541.0,1143.0,-43.78904286334167
RPf_00836_intact_mesh.png,3285.0,0.0,123.41154622594219
RPf_00833_intact_mesh.png,2686.0,361.0,-275.4207666576476
RPf_00835_intact_mesh.png,2788.0,794.0,108.3920626939217
