rpf,x,y,rot
RPf_00018_intact_mesh.png,1744,2805,-239.8355942230538
RPf_00019_intact_mesh.png,977,2770,-78.80676658574934
RPf_00020_intact_mesh.png,453,3055,-98.04818197277481
RPf_00021_intact_mesh.png,2249,2349,-14.36342789085785
RPf_00022_intact_mesh.png,1353,2030,-100.96660370804169
RPf_00023_intact_mesh.png,438,2535,-126.5126830530214
RPf_00024_intact_mesh.png,2192,1825,-206.87680675078562
RPf_00025_intact_mesh.png,1668,1327,-353.7312952036326
RPf_00026_intact_mesh.png,962,1741,-329.31636809967193
RPf_00027_intact_mesh.png,434,1916,-204.46032142895913
RPf_00028_intact_mesh.png,1665,522,-19.810876968303944
RPf_00029_intact_mesh.png,1327,670,-149.6671169248148
