rpf,x,y,rot
RPf_00037_intact_mesh.png,2317.0,603.0,-85.5400802217566
RPf_00042_intact_mesh.png,852.0,1725.0,116.75454333252428
RPf_00039_intact_mesh.png,2255.0,1725.0,149.9552869256342
RPf_00044_intact_mesh.png,0.0,711.0,-164.63146465940235
RPf_00038_intact_mesh.png,2446.0,1074.0,-116.82891043220738
RPf_00046_intact_mesh.png,478.0,2333.0,-68.56434171898525
RPf_00043_intact_mesh.png,301.0,0.0,-56.84976133009132
RPf_00045_intact_mesh.png,2.0,1589.0,-151.92124759519567
RPf_00041_intact_mesh.png,800.0,712.0,-143.1409847756309
RPf_00036_intact_mesh.png,1634.0,64.0,-0.012434856306950758
RPf_00040_intact_mesh.png,1715.0,1278.0,32.88636706108716
