rpf,x,y,rot
RPf_00194_intact_mesh.png,3078,2003,-118.92199543236241
RPf_00195_intact_mesh.png,3303,1392,16.524378399877232
RPf_00196_intact_mesh.png,2810,1105,-118.65796967460665
RPf_00197_intact_mesh.png,2177,2099,-125.47042856150425
RPf_00198_intact_mesh.png,2280,1517,-198.17397969759716
RPf_00199_intact_mesh.png,2331,1342,-187.3792181860268
RPf_00200_intact_mesh.png,2008,1111,176.2769511606747
RPf_00201_intact_mesh.png,1557,2379,-64.68300823897721
RPf_00203_intact_mesh.png,974,675,-125.2481025209522
RPf_00202_intact_mesh.png,1150,1563,-301.1529917847318
