rpf,x,y,rot
RPf_00852_intact_mesh.png,3530.0,1634.0,-59.936972683991236
RPf_00841_intact_mesh.png,3955.0,1618.0,-28.488153829969367
RPf_00850_intact_mesh.png,2974.0,1418.0,252.5049902186346
RPf_00858_intact_mesh.png,0.0,1146.0,-48.50146699439485
RPf_00848_intact_mesh.png,3190.0,1010.0,-70.77314293429734
RPf_00843_intact_mesh.png,5140.0,1323.0,101.40618619196768
RPf_00849_intact_mesh.png,3350.0,1238.0,60.873944864522755
RPf_00855_intact_mesh.png,886.0,523.0,-32.32055077514872
RPf_00854_intact_mesh.png,2144.0,1265.0,-19.024460574505845
RPf_00851_intact_mesh.png,3056.0,1738.0,63.188969181806875
RPf_00844_intact_mesh.png,4092.0,454.0,-5.909818191145771
RPf_00859_intact_mesh.png,71.0,1534.0,101.93153702216838
RPf_00845_intact_mesh.png,4398.0,1149.0,-20.943576391644765
RPf_00840_intact_mesh.png,4281.0,1786.0,-87.48197130468293
RPf_00847_intact_mesh.png,3280.0,541.0,-67.4407892608965
RPf_00853_intact_mesh.png,2754.0,844.0,-39.558724219759256
RPf_00842_intact_mesh.png,4893.0,894.0,-59.515830049957415
RPf_00857_intact_mesh.png,112.0,414.0,210.83009922418154
RPf_00856_intact_mesh.png,1379.0,982.0,0.5307026035805231
RPf_00846_intact_mesh.png,3643.0,0.0,171.52358998480878
