rpf,x,y,rot
RPf_00065_intact_mesh.png,919.0,2816.0,-20.23778733149796
RPf_00068_intact_mesh.png,1214.0,819.0,-82.40554931728684
RPf_00064_intact_mesh.png,0.0,3230.0,-10.911996449150642
RPf_00066_intact_mesh.png,227.0,2812.0,28.737857008288568
RPf_00071_intact_mesh.png,568.0,0.0,43.15166668546901
RPf_00067_intact_mesh.png,642.0,1986.0,-159.1843614755605
RPf_00062_intact_mesh.png,1136.0,3398.0,78.68584195567624
RPf_00063_intact_mesh.png,716.0,3491.0,-87.175924188353
RPf_00070_intact_mesh.png,973.0,200.0,47.41275191616775
RPf_00069_intact_mesh.png,699.0,997.0,72.9733859225794
